info, 1, version, 2, output, /Users/craig/rt-workspace/scala3/compiler/../out/default-last-scalac-out.jar
header(main/background),startNs,endNs,runId,phaseId,phaseName,purpose,task-count,threadId,threadName,runNs,idleNs,cpuTimeNs,userTimeNs,allocatedByte,heapSize
header(GC),startNs,endNs,startMs,endMs,name,action,cause,threads
MAIN,157783008334666,157783052775208,1,1,parser,,0,1,main,44440542,0,43096000,41490000,5908992,36636168 
GC,157783162331083,157783167331083,617, 621,G1 Young Generation,end of minor GC,G1 Preventive Collection,5
GC,157783190692625,157783195692625,650, 654,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157783358212750,157783361212750,818, 820,G1 Young Generation,end of minor GC,Metadata GC Threshold,5
GC,157783635238500,157783641238500,1094, 1099,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157783757920041,157783763920041,1218, 1223,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157783936990958,157783940990958,1397, 1400,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,157783053518958,157783985488375,1,2,typer,,0,1,main,931969417,0,836168000,817721000,143689768,37504688 
MAIN,157783985601708,157783985805458,1,3,inlinedPositions,,0,1,main,203750,0,204000,194000,26112,37504688 
MAIN,157783985861875,157784106677458,1,6,posttyper,,0,1,main,120815583,0,82559000,81353000,9230536,50087600 
MAIN,157784106781583,157784106847375,1,7,unrollDefs,,0,1,main,65792,0,66000,60000,2160,50087600 
MAIN,157784106894125,157784158917541,1,9,pickler,,0,1,main,52023416,0,38086000,36763000,7585696,58476208 
MAIN,157784158996958,157784159045583,1,11,inlining,,0,1,main,48625,0,48000,46000,2160,58476208 
MAIN,157784159072750,157784159095916,1,12,postInlining,,0,1,main,23166,0,23000,22000,18112,58476208 
MAIN,157784161255083,157784161295583,1,13,staging,,0,1,main,40500,0,40000,37000,2160,58476208 
MAIN,157784161319958,157784161343208,1,14,splicing,,0,1,main,23250,0,24000,22000,2160,58476208 
MAIN,157784161366916,157784161388166,1,15,pickleQuotes,,0,1,main,21250,0,22000,20000,2160,58476208 
MAIN,157784161413250,157784225730875,1,16,MegaPhase{crossVersionChecks  firstTransform  checkReentrant  elimPackagePrefixes  cookComments  checkLoopingImplicits  betaReduce  inlineVals  expandSAMs  elimRepeated  refchecks  dropForMap},,0,1,main,64317625,0,55180000,54462000,5258152,62670512 
MAIN,157784225819833,157784243567875,1,29,MegaPhase{protectedAccessors  extmethods  uncacheGivenAliases  checkStatic  elimByName  hoistSuperArgs  forwardDepChecks  specializeApplyMethods  tryCatchPatterns  patternMatcher},,0,1,main,17748042,0,17458000,17275000,1744064,62670512 
MAIN,157784243640625,157784243682916,1,39,setupCC,,0,1,main,42291,0,43000,39000,2160,62670512 
GC,157784354403583,157784359403583,1814, 1818,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157784437038083,157784444038083,1897, 1903,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157784638035125,157784646035125,2098, 2105,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157784768329375,157784773329375,2228, 2232,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157784836618250,157784840618250,2296, 2299,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157784895323708,157784897323708,2355, 2356,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157784947315166,157784950315166,2407, 2409,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157785029460958,157785031460958,2489, 2490,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157785122314208,157785126314208,2582, 2585,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157785196847541,157785200847541,2657, 2660,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157785269962041,157785273962041,2730, 2733,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,157784243710416,157785400171666,1,40,cc,,0,1,main,1156461250,0,1067181000,1046022000,1012439712,179545344 
MAIN,157785400240958,157785400283208,1,41,setupEff,,0,1,main,42250,0,42000,40000,2160,179545344 
GC,157785446158500,157785451158500,2906, 2910,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157785547166000,157785552166000,3007, 3011,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157785646016375,157785650016375,3106, 3109,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157785741034166,157785745034166,3201, 3204,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157785858457750,157785863457750,3318, 3322,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157785985958458,157785990958458,3446, 3450,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157786107081208,157786111081208,3567, 3570,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157786293720000,157786299720000,3754, 3759,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157786440086750,157786446086750,3900, 3905,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157786583655083,157786589655083,4044, 4049,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157786722766166,157786729766166,4183, 4189,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157786865871625,157786872871625,4326, 4332,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157787040723500,157787046723500,4501, 4506,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,157785400308458,157787073957583,1,42,eff,,0,1,main,1673649125,0,1599868000,1576099000,2708380296,167971072 
MAIN,157787074018541,157787084364291,1,43,MegaPhase{elimOpaque  explicitOuter  explicitSelf  interpolators  dropBreaks},,0,1,main,10345750,0,9679000,9581000,785536,167971072 
MAIN,157787084409583,157787096013791,1,48,MegaPhase{pruneErasedDefs  uninitialized  inlinePatterns  vcInlineMethods  seqLiterals  intercepted  getters  specializeFunctions  specializeTuples  collectNullableFields  elimOuterSelect  resolveSuper  functionXXLForwarders  paramForwarding  genericTuples  letOverApply  arrayConstructors},,0,1,main,11604208,0,11010000,10867000,1009784,167971072 
MAIN,157787096072541,157787165002291,1,65,erasure,,0,1,main,68929750,0,58175000,56691000,14184136,184748288 
MAIN,157787165060458,157787215268041,1,66,MegaPhase{elimErasedValueType  pureStats  vcElideAllocations  etaReduce  arrayApply  elimPolyFunction  tailrec  completeJavaEnums  mixin  lazyVals  memoize  nonLocalReturns  capturedVars},,0,1,main,50207583,0,39149000,37921000,3214312,184748288 
MAIN,157787215336208,157787222491125,1,79,constructors,,0,1,main,7154917,0,6826000,6761000,532648,188942592 
MAIN,157787225588958,157787367153291,1,80,MegaPhase{lambdaLift  elimStaticThis  countOuterAccesses},,0,1,main,141564333,0,134615000,132504000,61914256,247662848 
MAIN,157787367213416,157787397000583,1,83,MegaPhase{dropOuterAccessors  dropParentRefinements  checkNoSuperThis  flatten  transformWildcards  moveStatic  expandPrivate  restoreScopes  selectStatic  Collect entry points  collectSuperCalls  repeatableAnnotations},,0,1,main,29787167,0,29029000,28751000,748504,247662848 
MAIN,157787397062500,157787808965666,1,95,genBCode,,0,1,main,411903166,0,370075000,365655000,137016024,390269184 
