info, 1, version, 2, output, /Users/craig/rt-workspace/scala3/compiler/../out/default-last-scalac-out.jar
header(main/background),startNs,endNs,runId,phaseId,phaseName,purpose,task-count,threadId,threadName,runNs,idleNs,cpuTimeNs,userTimeNs,allocatedByte,heapSize
header(GC),startNs,endNs,startMs,endMs,name,action,cause,threads
MAIN,157822650287208,157822698768166,1,1,parser,,0,1,main,48480958,0,45487000,43616000,5910232,36633448 
GC,157822798413000,157822802413000,626, 629,G1 Young Generation,end of minor GC,G1 Preventive Collection,5
GC,157822823578083,157822827578083,656, 659,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157823013909958,157823016909958,846, 848,G1 Young Generation,end of minor GC,Metadata GC Threshold,5
GC,157823300674041,157823306674041,1134, 1139,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157823540051916,157823546051916,1373, 1378,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,157822699581250,157823638458833,1,2,typer,,0,1,main,938877583,0,846572000,826401000,144069480,51145760 
MAIN,157823638563458,157823638756458,1,3,inlinedPositions,,0,1,main,193000,0,193000,189000,26112,51145760 
MAIN,157823638817541,157823760387500,1,6,posttyper,,0,1,main,121569959,0,82974000,81784000,9195568,59534368 
MAIN,157823760467375,157823760517291,1,7,unrollDefs,,0,1,main,49916,0,50000,48000,2160,59534368 
MAIN,157823760556666,157823803476166,1,9,pickler,,0,1,main,42919500,0,37799000,36705000,7634736,72117280 
MAIN,157823803561583,157823803610000,1,11,inlining,,0,1,main,48417,0,49000,46000,2160,72117280 
MAIN,157823803635958,157823803660125,1,12,postInlining,,0,1,main,24167,0,23000,22000,18112,72117280 
MAIN,157823804619125,157823804655458,1,13,staging,,0,1,main,36333,0,36000,34000,2160,72117280 
MAIN,157823804682333,157823804707083,1,14,splicing,,0,1,main,24750,0,25000,24000,2160,72117280 
MAIN,157823804726166,157823804748166,1,15,pickleQuotes,,0,1,main,22000,0,22000,21000,2160,72117280 
MAIN,157823804770875,157823867565666,1,16,MegaPhase{crossVersionChecks  firstTransform  checkReentrant  elimPackagePrefixes  cookComments  checkLoopingImplicits  betaReduce  inlineVals  expandSAMs  elimRepeated  refchecks  dropForMap},,0,1,main,62794791,0,55747000,55374000,5236072,76311584 
MAIN,157823867653000,157823888738083,1,29,MegaPhase{protectedAccessors  extmethods  uncacheGivenAliases  checkStatic  elimByName  hoistSuperArgs  forwardDepChecks  specializeApplyMethods  tryCatchPatterns  patternMatcher},,0,1,main,21085083,0,18813000,18631000,1728520,76311584 
MAIN,157823888821291,157823888868625,1,39,setupCC,,0,1,main,47334,0,46000,43000,2160,76311584 
GC,157823960519083,157823966519083,1793, 1798,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824092356958,157824098356958,1925, 1930,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824277545166,157824286545166,2110, 2118,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824424651333,157824430651333,2258, 2263,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824488802791,157824493802791,2322, 2326,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824543971000,157824547971000,2377, 2380,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824595836666,157824598836666,2429, 2431,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824675126333,157824678126333,2508, 2510,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824765858458,157824770858458,2599, 2603,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824840922625,157824844922625,2674, 2677,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157824918750208,157824922750208,2752, 2755,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,157823888896458,157825074269333,1,40,cc,,0,1,main,1185372875,0,1073154000,1049270000,1010062696,211425416 
MAIN,157825074341375,157825074386000,1,41,setupEff,,0,1,main,44625,0,44000,42000,2160,211425416 
GC,157825100313875,157825105313875,2933, 2937,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157825214495625,157825219495625,3048, 3052,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157825322465500,157825326465500,3156, 3159,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157825423031833,157825427031833,3256, 3259,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157825546422708,157825551422708,3380, 3384,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157825681048958,157825685048958,3514, 3517,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157825819984000,157825824984000,3653, 3657,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157826048127708,157826054127708,3881, 3886,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157826192641208,157826199641208,4026, 4032,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157826343657500,157826349657500,4177, 4182,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157826484933750,157826491933750,4318, 4324,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,157826637319250,157826642319250,4470, 4474,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,157825074410458,157826814108291,1,42,eff,,0,1,main,1739697833,0,1664717000,1636994000,2709080296,441596016 
MAIN,157826814169666,157826825137166,1,43,MegaPhase{elimOpaque  explicitOuter  explicitSelf  interpolators  dropBreaks},,0,1,main,10967500,0,9671000,9609000,787520,441596016 
MAIN,157826825185208,157826835961041,1,48,MegaPhase{pruneErasedDefs  uninitialized  inlinePatterns  vcInlineMethods  seqLiterals  intercepted  getters  specializeFunctions  specializeTuples  collectNullableFields  elimOuterSelect  resolveSuper  functionXXLForwarders  paramForwarding  genericTuples  letOverApply  arrayConstructors},,0,1,main,10775833,0,10298000,10198000,1010912,441596016 
GC,157826841032416,157826847032416,4674, 4679,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,157826836053625,157826917845333,1,65,erasure,,0,1,main,81791708,0,61611000,59288000,14190296,133853760 
