info, 1, version, 2, output, /Users/craig/rt-workspace/scala3/compiler/../out/default-last-scalac-out.jar
header(main/background),startNs,endNs,runId,phaseId,phaseName,purpose,task-count,threadId,threadName,runNs,idleNs,cpuTimeNs,userTimeNs,allocatedByte,heapSize
header(GC),startNs,endNs,startMs,endMs,name,action,cause,threads
MAIN,136192239454375,136192293122875,1,1,parser,,0,1,main,53668500,0,51028000,49505000,5985824,36606944 
GC,136192388387041,136192392387041,607, 610,G1 Young Generation,end of minor GC,G1 Preventive Collection,5
GC,136192406182083,136192412182083,630, 635,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
GC,136192547385583,136192550385583,771, 773,G1 Young Generation,end of minor GC,Metadata GC Threshold,5
MAIN,136192295619625,136192808630333,1,2,typer,,0,1,main,513010708,0,467035000,457372000,50069512,33475264 
MAIN,136192808722916,136192808888041,1,3,inlinedPositions,,0,1,main,165125,0,165000,158000,26992,33475264 
MAIN,136192808937375,136192881404208,1,6,posttyper,,0,1,main,72466833,0,57019000,56329000,6499024,41863872 
MAIN,136192881491708,136192881543625,1,7,unrollDefs,,0,1,main,51917,0,53000,49000,2160,41863872 
GC,136192902951791,136192906951791,1127, 1130,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,136192881586083,136192919018166,1,9,pickler,,0,1,main,37432083,0,29434000,28677000,7871624,28821504 
MAIN,136192919126875,136192919185583,1,11,inlining,,0,1,main,58708,0,58000,56000,2160,28821504 
MAIN,136192919214666,136192919245750,1,12,postInlining,,0,1,main,31084,0,32000,30000,18112,28821504 
MAIN,136192920870916,136192920924583,1,13,staging,,0,1,main,53667,0,53000,49000,2160,28821504 
MAIN,136192920951416,136192920979291,1,14,splicing,,0,1,main,27875,0,27000,27000,2160,28821504 
MAIN,136192921003625,136192921029125,1,15,pickleQuotes,,0,1,main,25500,0,25000,25000,2160,28821504 
MAIN,136192921053416,136192989732833,1,16,MegaPhase{crossVersionChecks  firstTransform  checkReentrant  elimPackagePrefixes  cookComments  checkLoopingImplicits  betaReduce  inlineVals  expandSAMs  elimRepeated  refchecks  dropForMap},,0,1,main,68679417,0,44798000,44123000,3495720,33015808 
MAIN,136192989795875,136193007253791,1,29,MegaPhase{protectedAccessors  extmethods  uncacheGivenAliases  checkStatic  elimByName  hoistSuperArgs  forwardDepChecks  specializeApplyMethods  tryCatchPatterns  patternMatcher},,0,1,main,17457916,0,14048000,13944000,940264,33015808 
MAIN,136193007339333,136193014355625,1,43,MegaPhase{elimOpaque  explicitOuter  explicitSelf  interpolators  dropBreaks},,0,1,main,7016292,0,6152000,6098000,390480,33015808 
MAIN,136193014409666,136193023162958,1,48,MegaPhase{pruneErasedDefs  uninitialized  inlinePatterns  vcInlineMethods  seqLiterals  intercepted  getters  specializeFunctions  specializeTuples  collectNullableFields  elimOuterSelect  resolveSuper  functionXXLForwarders  paramForwarding  genericTuples  letOverApply  arrayConstructors},,0,1,main,8753292,0,8322000,8282000,515648,37210112 
MAIN,136193023217791,136193088668916,1,65,erasure,,0,1,main,65451125,0,60275000,59747000,15145544,49793024 
GC,136193100124333,136193105124333,1324, 1328,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,136193088727791,136193124088541,1,66,MegaPhase{elimErasedValueType  pureStats  vcElideAllocations  etaReduce  arrayApply  elimPolyFunction  tailrec  completeJavaEnums  mixin  lazyVals  memoize  nonLocalReturns  capturedVars},,0,1,main,35360750,0,25207000,24608000,2887536,34051072 
MAIN,136193124152416,136193134485416,1,79,constructors,,0,1,main,10333000,0,6625000,6514000,767264,34051072 
MAIN,136193134538708,136193157903416,1,80,MegaPhase{lambdaLift  elimStaticThis  countOuterAccesses},,0,1,main,23364708,0,14069000,13898000,1586680,34051072 
MAIN,136193157965708,136193163948416,1,83,MegaPhase{dropOuterAccessors  dropParentRefinements  checkNoSuperThis  flatten  transformWildcards  moveStatic  expandPrivate  restoreScopes  selectStatic  Collect entry points  collectSuperCalls  repeatableAnnotations},,0,1,main,5982708,0,5347000,5285000,560616,38245376 
GC,136193280185833,136193285185833,1504, 1508,G1 Young Generation,end of minor GC,G1 Evacuation Pause,5
MAIN,136193164002208,136193304050166,1,95,genBCode,,0,1,main,140047958,0,118878000,115105000,14583136,36931432 
